subject,t,c_hat,ci_low,ci_high
S02,19.0,0.950655750902478,0.7661009489508603,1.1352105528540957
S02,19.1,0.936678456317314,0.753582755363186,1.119774157271442
S02,19.2,0.9229066669459672,0.7412667629669631,1.1045465709249713
S02,19.3,0.9093373612943624,0.7291497421710098,1.089524980417715
S02,19.4,0.8959675622921139,0.7172285143182939,1.074706610265934
S02,19.5,0.8827943366394468,0.7054999507932842,1.0600887224856095
S02,19.6,0.8698147941637183,0.6939609723133909,1.0456686160140456
S02,19.7,0.8570260871853893,0.6826085481202582,1.0314436262505204
S02,19.8,0.8444254098933093,0.6714396953103239,1.0174111244762947
S02,19.9,0.8320099977291867,0.6604514780135018,1.0035685174448716
S02,20.0,0.819777126781097,0.6496410067200817,0.9899132468421123
S02,20.1,0.8077241131859096,0.6390054375520242,0.9764427888197951
S02,20.2,0.795848312540491,0.6285419715394278,0.9631546535415543
S02,20.3,0.7841471193215639,0.6182478539522872,0.9500463846908406
S02,20.4,0.7726179663140942,0.6081203736333689,0.9371155589948195
S02,20.5,0.7612583240480744,0.5981568622472522,0.9243597858488966
S02,20.6,0.7500657002435912,0.5883546936986269,0.9117767067885555
S02,20.7,0.7390376392640458,0.5787112834068535,0.899363995121238
S02,20.8,0.7281717215774112,0.5692240877438673,0.887119355410955
S02,20.9,0.7174655632254114,0.5598906032823417,0.8750405231684811
S02,21.0,0.706916815300501,0.550708366364117,0.863125264236885
S02,21.1,0.6965231634305338,0.5416749522179096,0.8513713746431579
S02,21.2,0.6862823272710087,0.5327879745486246,0.8397766799933928
S02,21.3,0.676192060004775,0.5240450848961102,0.8283390351134399
S02,21.4,0.6662501478490989,0.5154439720594641,0.8170563236387336
S02,21.5,0.6564544095699708,0.5069823614105549,0.8059264577293868
S02,21.6,0.6468026960035564,0.49865801446001223,0.7949473775471007
S02,21.7,0.6372928895846816,0.4904687282179522,0.7841170509514109
S02,21.8,0.6279229038822486,0.4824123346532988,0.7734334731111984
S02,21.9,0.618690683141485,0.4744867001590674,0.7628946661239027
S02,22.0,0.6095942018329179,0.46668972499679007,0.7524986786690457
S02,22.1,0.6006314642079842,0.45901934278095385,0.7422435856350145
S02,22.2,0.59180050386117,0.4514735199622213,0.7321274877601187
S02,22.3,0.5830993832985886,0.4440502552812441,0.722148511315933
S02,22.4,0.5745261935129038,0.43674757930895036,0.7123048077168572
S02,22.5,0.5660790535644977,0.4295635538990177,0.7025945532299778
S02,22.6,0.5577561101688012,0.42249627173587134,0.6930159486017311
S02,22.7,0.5495555372896894,0.4155438558560746,0.6835672187233042
S02,22.8,0.5414755357388534,0.4087044591054536,0.6742466123722533
S02,22.9,0.5335143327810663,0.4019762637784621,0.6650524017836705
S02,23.0,0.5256701817452482,0.3953574810463564,0.6559828824441399
S02,23.1,0.5179413616412535,0.38884635057825345,0.6470363727042535
S02,23.2,0.5103261767822901,0.38244114008206953,0.6382112134825106
S02,23.3,0.5028229564128894,0.37614014482455804,0.6295057680012208
S02,23.4,0.4954300543423491,0.3699416872415248,0.6209184214431733
S02,23.5,0.4881458485835606,0.3638441164856187,0.6124475806815025
S02,23.6,0.4809687409971521,0.35784580801498955,0.6040916739793146
S02,23.7,0.47389715694085915,0.3519451631833299,0.5958491506983884
S02,23.8,0.46692954492405214,0.3461406088299956,0.5877184810181086
S02,23.9,0.4600643762673445,0.340430596862889,0.5796981556717999
S02,24.0,0.4533001447672019,0.33481360388553183,0.5717866856488719
S03,0.0,0.0,0.0,0.0
S03,0.1,1.246737583942703,1.0961744698116798,1.3973006980737264
S03,0.2,2.3420172271695394,2.0807534622384365,2.6032809921006423
S03,0.3,3.3016831369866804,2.9621444763783336,3.641221797595027
S03,0.4,4.139965153511044,3.7482032328521404,4.531727074169948
S03,0.5,4.869642392859405,4.446248198614101,5.29303658710471
S03,0.6,5.502190319349884,5.063077281814575,5.941303356885193
S03,0.7,6.047912924398858,5.604987197504666,6.49083865129305
S03,0.8,6.516061519950932,6.077796842231041,6.954326197670823
S03,0.9,6.914941501628976,6.486877079240518,7.343005924017435
S03,1.0,7.252008299594506,6.837190348791725,7.666826250397286
S03,1.1,7.53395361180131,7.133343720385392,7.934563503217229
S03,1.2,7.766782903501276,7.379657105677205,8.153908701325346
S03,1.3,7.955885057256797,7.5802429302010585,8.331527184312534
S03,1.4,8.106094968193393,7.739084998355064,8.473104938031721
S03,1.5,8.221749798768206,7.860096700468894,8.583402897067518
S03,1.6,8.30673953501739,7.947139293191716,8.666339776843065
S03,1.7,8.364552421253636,8.003993607288699,8.725111235218574
S03,1.8,8.3983157917727,8.034297229887473,8.762334353657925
S03,1.9,8.410832765629204,8.041471518428716,8.780194012829691
S03,2.0,8.404615223357968,8.028661573572181,8.780568873143755
S03,2.1,8.381913442110061,7.998701453020386,8.765125431199737
S03,2.2,8.34474272755883,7.954105321824855,8.735380133292804
S03,2.3,8.29490734667585,7.897078442198588,8.69273625115311
S03,2.4,8.234022034689273,7.829540244540165,8.638503824838383
S03,2.5,8.163531321866495,7.753152976273253,8.573909667459736
S03,2.6,8.084726900893836,7.66935154332038,8.500102258467292
S03,2.7,7.9987632332743335,7.579372039849428,8.418154426699239
S03,2.8,7.906671573076133,7.484277769434121,8.329065376718145
S03,2.9,7.80937256830882,7.384982356778096,8.233762779839545
S03,3.0,7.70768758397811,7.282269971236864,8.133105196719356
S03,3.1,7.602348876284867,7.17681289234256,8.027884860227175
S03,3.2,7.494008734326662,7.069186720032119,7.918830748621205
S03,3.3,7.383247693879281,6.9598835368146625,7.8066118509438995
S03,3.4,7.2705819172474655,6.849323317983645,7.691840516511286
S03,3.5,7.1564698236579485,6.737863845246617,7.57507580206928
S03,3.6,7.0413180461151175,6.625809348561115,7.45682674366912
S03,3.7,6.925486782952679,6.513418064800582,7.3375555011047755
S03,3.8,6.809294605406058,6.40090887395406,7.217680336858057
S03,3.9,6.693022776320965,6.288467142454186,7.097578410187744
S03,4.0,6.576919129532991,6.1762498824424945,6.977588376623487
S03,4.1,6.461201554437399,6.064390311237164,6.858012797637634
S03,4.2,6.346061125760457,5.953001880735141,6.7391203707857725
S03,4.3,6.231664914492158,5.842181824630001,6.621148004354315
S03,4.4,6.118158512298882,5.732014263612702,6.504302760985062
S03,4.5,6.005668298461921,5.6225728942649775,6.388763702658864
S03,4.6,5.89430347544643,5.513923284006568,6.2746836668862915
S03,4.7,5.7841578965618625,5.406124786289035,6.16219100683469
S03,4.8,5.675311706799075,5.299232095131364,6.051391318466786
S03,4.9,5.567832815793863,5.193296456790841,5.942369174796885
S03,5.0,5.461778219947621,5.088366563695235,5.8351898762000065
S03,5.1,5.357195189010892,4.984489158947218,5.729901219074566
S03,5.2,5.254122330885418,4.881709390127413,5.626535271643424
S03,5.3,5.152590547006966,4.780070950874262,5.52511014313967
S03,5.4,5.052623889419051,4.679616055629112,5.42563172320899
S03,5.5,4.954240329522281,4.580385291731525,5.328095367313037
S03,5.6,4.857452447472468,4.482417391197943,5.232487503746993
S03,5.7,4.7622680502917465,4.385748961170727,5.1387871394127655
S03,5.8,4.668690725939785,4.290414205108427,5.0469672467711435
S03,5.9,4.576720339857956,4.196444660567016,4.956996019148896
S03,6.0,4.4863534798393925,4.1038689731455245,4.8688379865332605
S03,6.1,4.397583854484692,4.01271271755963,4.782454991409754
S03,6.2,4.310402649970007,3.922998273081179,4.697807026858836
S03,6.3,4.2247988493751985,3.8347447542917155,4.614852944458681
S03,6.4,4.140759518389048,3.7479679951505473,4.5335510416275495
S03,6.5,4.0582700608217195,3.6626805806349214,4.4538595410085176
S03,6.6,3.9773144470067234,3.5788919222114624,4.3757369718019845
S03,6.7,3.8978754178621675,3.496608366047801,4.299142469676534
S03,6.8,3.819934667100123,3.4158333307306545,4.224036003469592
S03,6.9,3.743473003820495,3.336567464979547,4.150378542661443
S03,7.0,3.6684704974988707,3.2588088197399925,4.078132175257749
S03,7.1,3.5949066071739346,3.1825530297824183,4.007260184565451
S03,7.2,3.5227602964567435,3.1077934989478613,3.9377270939656257
S03,7.3,3.4520101358194952,3.034521586065644,3.8694986855733466
S03,7.4,3.3826343934733702,2.962726788519205,3.8025419984275355
S03,7.5,3.314611116012043,2.8923969200961097,3.736825311927976
S03,7.6,3.2479181998778754,2.8235182814557818,3.672318118299969
S03,7.7,3.1825334546004074,2.7560758237697116,3.608991085431103
S03,7.8,3.118434658660177,2.6900533019283306,3.546816015392024
S03,7.9,3.055599608744158,2.6254334195404874,3.485765797947829
S03,8.0,2.994006163081123,2.5621979624241726,3.4258143637380734
S03,8.1,2.9336322794751535,2.5003279242105587,3.3669366347397482
S03,8.2,2.8744560485925787,2.439803621191414,3.3091084759937437
S03,8.3,2.8164557230009915,2.3806047982693896,3.2523066477325933
S03,8.4,2.7596097424081956,2.3227107262845337,3.1965087585318575
S03,8.5,2.7038967555031785,2.266100290665422,3.141693220340935
S03,8.6,2.6492956387601945,2.2107520720231872,3.0878392054972017
S03,8.7,2.595785512530122,2.1566444191549,3.034926605905344
S03,8.8,2.5433457547100926,2.1037555167292012,2.982935992690984
S03,8.9,2.4919560122526243,2.052063443375265,2.9318485811299837
S03,9.0,2.441596210748686,2.0015462272214277,2.8816461942759446
S03,9.1,2.39224656229511,1.9521818933015735,2.8323112312886467
S03,9.2,2.3438875718351175,1.9039485076144718,2.783826636055763
S03,9.3,2.2965000421413277,1.856824215935228,2.7361758683474275
S03,9.4,2.2500650775931788,1.8107872775878033,2.689342877598554
S03,9.5,2.204564086884983,1.765816096942868,2.6433120768270983
S03,9.6,2.1599787847868144,1.7218892499302139,2.598068319643415
S03,9.7,2.1162911930677177,1.6789855086078664,2.553596877527569
S03,9.8,2.0734836406794077,1.6370838611931082,2.509883420165707
S03,9.9,2.031538763288402,1.5961635309536195,2.4669139956231847
S03,10.0,1.9904395022353554,1.5562039920931243,2.4246750123775866
S03,10.1,1.9501691029921628,1.517184982815436,2.3831532231688897
S03,10.2,1.910711113179948,1.4790865177414911,2.3423357086184047
S03,10.3,1.8720493802044698,1.4418888973131314,2.302209863095808
S03,10.4,1.8341680485594762,1.4055727161957225,2.26276338092323
S03,10.5,1.7970515568431829,1.3701188700385434,2.2239842436478225
S03,10.6,1.7606846345282732,1.3355085608423594,2.1858607082141868
S03,10.7,1.7250522985214618,1.3017233016024492,2.1483812954404744
S03,10.8,1.6901398495448152,1.268744918991209,2.111534780098421
S03,10.9,1.6559328683675336,1.2365555560811599,2.0753101806539074
S03,11.0,1.6224172119137705,1.2051376733937513,2.03969675043379
S03,11.1,1.589579009269286,1.174474049827694,2.004683968710878
S03,11.2,1.5574046576071907,1.1445477822839927,1.9702615329303887
S03,11.3,1.5258808180507977,1.1153422854012067,1.9364193507003886
S03,11.4,1.4949944114895797,1.0868412898902897,1.9031475330888696
S03,11.5,1.4647326143623944,1.0590288411795459,1.870436387545243
S03,11.6,1.4350828544205465,1.031889297048961,1.838276411792132
S03,11.7,1.4060328064817673,1.005407325352055,1.8066582876114796
S03,11.8,1.3775703881849053,0.9795679009395485,1.775572875430262
S03,11.9,1.3496837557539445,0.9543563027305106,1.7450112087773784
S03,12.0,1.322361299778911,0.9297581101384669,1.714964489419355
S03,12.1,1.2955916410203119,0.9057591997030239,1.6854240823375999
S03,12.2,1.2693636262428858,0.8823457410743152,1.6563815114114564
S03,12.3,1.2436663240837034,0.8595041932083488,1.627828454959058
S03,12.4,1.2184890209589945,0.8372213001182918,1.5997567417996972
S03,12.5,1.1938212170134501,0.815484086934076,1.5721583470928242
S03,12.6,1.1696526221152463,0.7942798552529666,1.545025388977526
S03,12.7,1.1459731518995249,0.7735961790795818,1.518350124719468
S03,12.8,1.1227729238626598,0.753420900311526,1.4921249474137936
S03,12.9,1.1000422535092502,0.7337421239765716,1.4663423830419289
S03,13.0,1.0777716505534323,0.714548214232585,1.4409950868742796
S03,13.1,1.0559518151758194,0.6958277892902824,1.4160758410613563
S03,13.2,1.0345736343370886,0.6775697173693949,1.3915775513047823
S03,13.3,1.0136281781490146,0.6597631118250422,1.367493244472987
S03,13.4,0.9931066963035172,0.6423973266766295,1.343816065930405
S03,13.5,0.9730006145601187,0.6254619522049392,1.3205392769152982
S03,13.6,0.9533015312920373,0.6089468104304254,1.2976562521536492
S03,13.7,0.9340012140909865,0.5928419505423475,1.2751604776396255
S03,13.8,0.9150915964306311,0.577137644547778,1.2530455483134841
S03,13.9,0.8965647743885372,0.5618243830312364,1.231305165745838
S03,14.0,0.8784130034263381,0.5468928704488025,1.2099331364038737
S03,14.1,0.8606286952277757,0.5323340212004182,1.1889233692551333
S03,14.2,0.8432044145941782,0.5181389551698377,1.1682698740185187
S03,14.3,0.8261328763968774,0.5042989936185835,1.1479667591751712
S03,14.4,0.8094069425860182,0.49080565495954026,1.128008230212496
S03,14.5,0.7930196192551465,0.47765065083425506,1.108388587676038
S03,14.6,0.7769640537609401,0.46482588190435964,1.0891022256175207
S03,14.7,0.7612335318973927,0.45232343405866327,1.0701436297361222
S03,14.8,0.7458214751237444,0.44013557435265677,1.0515073758948321
S03,14.9,0.7307214378454193,0.42825474728404145,1.0331881284067972
S03,15.0,0.7159271047472121,0.416673570916247,1.0151806385781772
S03,15.1,0.7014322881779509,0.40538483330986264,0.9974797430460391
S03,15.2,0.6872309255858486,0.3943814887326222,0.980080362439075
S03,15.3,0.6733170770037445,0.38365665409284033,0.9629774999146488
S03,15.4,0.6596849225834354,0.3732036055394102,0.9461662396274606
S03,15.5,0.6463287601782789,0.3630157747713954,0.9296417455851624
S03,15.6,0.6332430029732714,0.35308674592483874,0.913399260021704
S03,15.7,0.6204221771617758,0.3434102520353331,0.8974341022882186
S03,15.8,0.607860919668096,0.33398017179194317,0.8817416675442488
S03,15.9,0.5955539759150912,0.3247905263478906,0.8663174254822918
S03,16.0,0.5834961976360206,0.3158354763041709,0.8511569189678703
S03,16.1,0.5716825407298276,0.3071093184091573,0.8362557630504979
S03,16.2,0.5601080631590685,0.2986064826320899,0.821609643686047
S03,16.3,0.5487679228896973,0.29032152927278276,0.8072143165066119
S03,16.4,0.5376573758719413,0.2822491458881041,0.7930656058557785
S03,16.5,0.5267717740614817,0.27438414462835786,0.7791594034946054
S03,16.6,0.5161065634802007,0.26672145935336566,0.7654916676070357
S03,16.7,0.5056572823157277,0.2592561428394661,0.7520584217919893
S03,16.8,0.49541955905905466,0.25198336428048873,0.7388557538376206
S03,16.9,0.48538911067949264,0.2448984064679146,0.7258798148910707
S03,17.0,0.4755617408362413,0.23799666334701183,0.7131268183254708
S03,17.1,0.46593333812587706,0.2312736375157442,0.70059303873601
S03,17.2,0.4564998743650499,0.2247249376789757,0.6882748110511241
S03,17.3,0.447257402907711,0.21834627629393716,0.6761685295214848
S03,17.4,0.43820205699619597,0.21213346726889273,0.6642706467234992
S03,17.5,0.4293300481454946,0.20608242347822256,0.6525776728127666
S03,17.6,0.4206376645600627,0.20018915477996715,0.6410861743401582
S03,17.7,0.4121212695825287,0.19444976548472728,0.6297927736803302
S03,17.8,0.40377730017366603,0.18886045249882744,0.6186941478485046
S03,17.9,0.3956022654230181,0.1834175029829677,0.6077870278630685
S03,18.0,0.3875927450895582,0.17811729243154348,0.5970681977475729
S03,18.1,0.37974538817179904,0.17295628251879253,0.5865344938248056
S03,18.2,0.3720569115067564,0.16793101930631055,0.5761828037072023
S03,18.3,0.3645240983971963,0.16303813103968,0.5660100657547126
S03,18.4,0.35714379726660456,0.15827432653576268,0.5560132679974464
S03,18.5,0.3499129203413165,0.15363639318129876,0.5461894475013342
S03,18.6,0.3428284423592735,0.14912119506546256,0.5365356896530844
S03,18.7,0.33588739930486566,0.1447256712981561,0.5270491273115752
S03,18.8,0.32908688716934087,0.14044683436473662,0.5177269399739451
S03,18.9,0.3224240607362699,0.13628176821563698,0.5085663532569028
S03,19.0,0.31589613239155906,0.1322276267706613,0.4995646380124568
S03,19.1,0.30950037095752386,0.12828163222565422,0.4907191096893935
S03,19.2,0.3032341005505345,0.1244410735457212,0.4820271275553478
S03,19.3,0.2970946994617614,0.12070330482643618,0.47348609409708664
S03,19.4,0.2910795990605588,0.11706574380382506,0.46509345431729254
S03,19.5,0.2851862827200237,0.11352587041486834,0.4568466950251791
S03,19.6,0.2794122847642923,0.11008122534343251,0.4487433441851521
S03,19.7,0.2737551894371274,0.10672940854307328,0.4407809703311815
S03,19.8,0.26821262989137395,0.10346807793342064,0.4329571818493273
S03,19.9,0.26278228719885843,0.10029494798256441,0.4252696264151524
S03,20.0,0.2574618893803214,0.09720778842925318,0.4177159903313896
S03,20.1,0.25224921045497734,0.09420442301166188,0.4102939978982928
S03,20.2,0.24714206950930845,0.09128272810872207,0.40300141090989483
S03,20.3,0.24213832978469896,0.08844063163433924,0.3958360279350587
S03,20.4,0.23723589778353762,0.08567611172154163,0.38879568384553365
S03,20.5,0.23243272239340462,0.08298719558820539,0.38187824919860386
S03,20.6,0.22772679402898965,0.08037195845245576,0.37508162960552355
S03,20.7,0.22311614379137126,0.07782852226969525,0.3684037653130473
S03,20.8,0.21859884264431556,0.07535505472827578,0.36184263056035537
S03,20.9,0.21417300060724528,0.0729497681396758,0.35539623307481477
S03,21.0,0.2098367659645441,0.07061091846389128,0.3490626134651969
S03,21.1,0.20558832449086506,0.06833680411259646,0.34283984486913366
S03,21.2,0.2014258986921215,0.0661257651005216,0.3367260322837214
S03,21.3,0.1973477470618386,0.06397618205483258,0.33071931206884464
S03,21.4,0.19335216335256292,0.061886475177955674,0.32481785152717013
S03,21.5,0.18943747586201493,0.05985510336304553,0.3190198483609843
S03,21.6,0.18560204673369746,0.057880563254671585,0.3133235302127233
S03,21.7,0.1818442712716579,0.055961388388657524,0.30772715415465823
S03,21.8,0.17816257726912413,0.054096148296806715,0.30222900624144156
S03,21.9,0.1745554243507311,0.05228344764787453,0.2968274010535877
S03,22.0,0.17102130332806287,0.05052192543739416,0.2915206812187316
S03,22.1,0.1675587355682417,0.048810254147011414,0.286307216989472
S03,22.2,0.16416627237529968,0.04714713900234967,0.2811854057482497
S03,22.3,0.1608424943840731,0.045531317071296595,0.2761536716968496
S03,22.4,0.15758601096636957,0.04396155668864975,0.27121046524408937
S03,22.5,0.15439545964915385,0.04243665654634457,0.26635426275196317
S03,22.6,0.15126950554451657,0.04095544507270181,0.2615835660163313
S03,22.7,0.1482068407911792,0.039516779673942265,0.2568969019084162
S03,22.8,0.14520618400730895,0.03811954606862977,0.2522928219459881
S03,22.9,0.14226627975440967,0.03676265757617385,0.24776990193264548
S03,23.0,0.13938589801206788,0.035445054539092705,0.24332674148504307
S03,23.1,0.13656383366333147,0.034165703591032034,0.2389619637356309
S03,23.2,0.1337989059905088,0.03292359701438685,0.23467421496663077
S03,23.3,0.13108995818117347,0.031717752259803556,0.2304621641025434
S03,23.4,0.1284358568441731,0.03054721119122361,0.2263245024971226
S03,23.5,0.12583549153543386,0.029411039589506402,0.2222599434813613
S03,23.6,0.12328777429336864,0.028308326537522382,0.2182672220492149
S03,23.7,0.1207916391836883,0.027238183900184565,0.21434509446719205
S03,23.8,0.11834604185343073,0.026199745733922725,0.21049233797293873
S03,23.9,0.11594995909401798,0.025192167788069056,0.20670775039996692
S03,24.0,0.11360238841316016,0.02421462694752305,0.20299014987879727
pooled,0.0,0.0,0.0,0.0
pooled,0.1,1.3815905396058819,1.2094921802836034,1.5536888989281603
pooled,0.2,2.5895182942485615,2.2926541368449582,2.886382451652165
pooled,0.3,3.643100376340453,3.2595851779111356,4.02661557476977
pooled,0.4,4.559541521890627,4.119661670092263,4.999421373688991
pooled,0.5,5.354164490484828,4.881559929642222,5.8267690513274335
pooled,0.6,6.04061534507686,5.553281667563964,6.527949022589756
pooled,0.7,6.631046350245933,6.1421826917654005,7.119910008726466
pooled,0.8,7.136278929003462,6.655006898590782,7.617550959416141
pooled,0.9,7.56594885221241,7.097929251317228,8.033968453107592
pooled,1.0,7.928635597663481,7.476612998406132,8.38065819692083
pooled,1.1,8.231977604673718,7.796286465446015,8.66766874390142
pooled,1.2,8.482774961917297,8.0618410588741,8.903708864960494
pooled,1.3,8.687080898555315,8.277942588058512,9.09621920905212
pooled,1.4,8.850283299365131,8.449134361803901,9.25143223692636
pooled,1.5,8.977177331487459,8.579901403654171,9.374453259320747
pooled,1.6,9.072030151835943,8.674672113942043,9.469388189729843
pooled,1.7,9.138638558567417,8.737758235559266,9.539518881575567
pooled,1.8,9.180380355882184,8.773260536758132,9.587500175006236
pooled,1.9,9.20026011755686,8.784977222706143,9.615543012407578
pooled,2.0,9.20094995988869,8.776341488420954,9.625558431356428
pooled,2.1,9.18482586815318,8.750396128828104,9.619255607478255
pooled,2.2,9.154000061357904,8.709799361177367,9.59820076153844
pooled,2.3,9.11034982722371,8.656850845161387,9.563848809286032
pooled,2.4,9.05554321223444,8.593527688894557,9.517558735574323
pooled,2.5,8.991061909640337,8.521523288142186,9.460600531138487
pooled,2.6,8.918221650918266,8.44228483986614,9.394158461970392
pooled,2.7,8.838190372885252,8.357047527543672,9.319333218226832
pooled,2.8,8.752004402986497,8.266864691885358,9.237144114087636
pooled,2.9,8.660582878838651,8.172633984290949,9.148531773386354
pooled,3.0,8.564740594551658,8.075119833979638,9.054361355123678
pooled,3.1,8.46519944536292,7.974972662072059,8.955426228653781
pooled,3.2,8.362598623416542,7.872745300450296,8.852451946382788
pooled,3.3,8.25750370085812,7.768907023300141,8.746100378416099
pooled,3.4,8.15041472156971,7.663855563541758,8.636973879597662
pooled,3.5,8.04177340964255,7.557927424749263,8.525619394535838
pooled,3.6,7.931969590899694,7.451406752736745,8.412532429062644
pooled,3.7,7.821346913280568,7.344532987664388,8.298160838896747
pooled,3.8,7.710207942543737,7.2375074815929645,8.18290840349451
pooled,3.9,7.598818701408608,7.130499238647417,8.0671381641698
pooled,4.0,7.4874127128298875,7.023649900533408,7.951175525126367
pooled,4.1,7.376194601481459,6.9170780872334925,7.835311115729426
pooled,4.2,7.265343301630572,6.810883178558147,7.719803424702996
pooled,4.3,7.1550149143302315,6.705148608282223,7.60488122037824
pooled,4.4,7.045345252177389,6.59994472905635,7.4907457752984286
pooled,4.5,6.936452105714448,6.495331294117147,7.377572917311749
pooled,4.6,6.828437261836211,6.391359595006032,7.26551492866639
pooled,4.7,6.7213883012540245,6.2880742851502855,7.1547023173577635
pooled,4.8,6.615380199119399,6.185514915137394,7.045245483101405
pooled,4.9,6.510476750281494,6.083717203612521,6.937236296950468
pooled,5.0,6.406731838311483,5.982714062116255,6.830749614506711
pooled,5.1,6.304190565340615,5.882536396763625,6.725844733917606
pooled,5.2,6.202890257900153,5.783213706676342,6.622566809123963
pooled,5.3,6.102861362295278,5.684774501087898,6.520948223502658
pooled,5.4,6.004128241569545,5.587246559293794,6.421009923845297
pooled,5.5,5.906709884801833,5.490657058302009,6.322762711301657
pooled,5.6,5.8106205383064005,5.3950325922417735,6.2262084843710275
pooled,5.7,5.715870267263095,5.300399109132209,6.131341425393981
pooled,5.8,5.622465455374837,5.206781788365638,6.038149122384037
pooled,5.9,5.530409249321142,5.114204880571069,5.946613618071215
pooled,6.0,5.439701954038215,5.022691528780623,5.856712379295807
pooled,6.1,5.350341384198558,4.932263587484342,5.768419180912773
pooled,6.2,5.262323176677043,4.8429414509389135,5.681704902415173
pooled,6.3,5.175641068268303,4.754743901210691,5.596538235325914
pooled,6.4,5.090287142455204,4.667687982489097,5.512886302421311
pooled,6.5,5.006252048613662,4.581788903681602,5.430715193545723
pooled,6.6,4.923525196669831,4.497059971955301,5.349990421384361
pooled,6.7,4.842094929896724,4.413512556673332,5.270677303120117
pooled,6.8,4.761948678244165,4.331156080934928,5.192741275553402
pooled,6.9,4.683073094334809,4.249998038648063,5.116148150021554
pooled,7.0,4.6054541740263275,4.170044033295289,5.040864314757366
pooled,7.1,4.529077363232475,4.09129783647604,4.96685688998891
pooled,7.2,4.453927652511053,4.013761459333165,4.894093845688942
pooled,7.3,4.379989660762284,3.9374352374647614,4.822544084059807
pooled,7.4,4.307247709234345,3.8623179225522124,4.752177495916478
pooled,7.5,4.235685886902324,3.788406781251128,4.68296499255352
pooled,7.6,4.165288108170347,3.7156976956621444,4.614878520678549
pooled,7.7,4.096038163742979,3.644185265657515,4.547891061828444
pooled,7.8,4.027919765419603,3.5738629116600773,4.481976619179129
pooled,7.9,3.960916585483144,3.50472297323649,4.417110197729798
pooled,8.0,3.895012291281182,3.436756807173965,4.3532677753883995
pooled,8.1,3.830190575532147,3.369954879906136,4.290426271158157
pooled,8.2,3.7664351828310565,3.304306857176012,4.228563508486101
pooled,8.3,3.7037299327774305,3.2398016880570015,4.167658177497859
pooled,8.4,3.64205874010175,3.176427683793466,4.107689796410034
pooled,8.5,3.5814056321256964,3.1141725931399526,4.04863867111144
pooled,8.6,3.521754763854732,3.0530236708798943,3.9904858568295696
pooled,8.7,3.463090430968861,2.9929677425322385,3.933213119405483
pooled,8.8,3.405397080948339,2.933991264370559,3.876802897526119
pooled,8.9,3.3486593225451444,2.8760803778247324,3.8212382672655565
pooled,9.0,3.292861933787914,2.819220960400499,3.7665029071753287
pooled,9.1,3.2379898686874626,2.763398671886711,3.712581065488214
pooled,9.2,3.184028262791674,2.708598997257582,3.6594575283257655
pooled,9.3,3.1309624377221863,2.654807284994935,3.6071175904494375
pooled,9.4,3.078777904810785,2.6020087825195874,3.5555470271019827
pooled,9.5,3.027460367940389,2.5501886683141888,3.504732067566589
pooled,9.6,2.9769957256840205,2.4993320812805346,3.4546593700875063
pooled,9.7,2.9273700728248326,2.449424146581914,3.405315999067751
pooled,9.8,2.8785697013310956,2.4004499997440205,3.3566894029181706
pooled,9.9,2.8305811008519046,2.352394808060116,3.308767393643693
pooled,10.0,2.783390958792055,2.305243789970315,3.261538127613795
pooled,10.1,2.736986160018116,2.2589822319089627,3.2149900881272693
pooled,10.2,2.691353786241892,2.2135955045108227,3.169112067972961
pooled,10.3,2.6464811151223744,2.169069075711739,3.1238931545330098
pooled,10.4,2.6023556191226955,2.1253885233689638,3.0793227148764273
pooled,10.5,2.5589649641544914,2.082539546114896,3.0353903821940866
pooled,10.6,2.516297008038493,2.0405079729616804,2.992086043115306
pooled,10.7,2.4743397988069074,1.9992797717519073,2.9493998258619074
pooled,10.8,2.43308157287026,1.9588410566969627,2.9073220890435576
pooled,10.9,2.392510753068852,1.919178094388366,2.8658434117493377
pooled,11.0,2.3526159466266234,1.8802773101296615,2.8249545831235854
pooled,11.1,2.3133859430232833,1.8421252917849478,2.7846465942616185
pooled,11.2,2.2748097117986585,1.8047087947995972,2.74491062879772
pooled,11.3,2.236876400301678,1.768014744940694,2.7057380556626622
pooled,11.4,2.199575331394925,1.7320302411185755,2.667120421671275
pooled,11.5,2.162896001124448,1.696742558281327,2.629049443967569
pooled,11.6,2.126828076363361,1.6621391485092702,2.591517004217452
pooled,11.7,2.0913613924367755,1.6282076425420686,2.5545151423314825
pooled,11.8,2.056485950734678,1.5949358512025984,2.5180360502667574
pooled,11.9,2.022191916318608,1.562311765423662,2.482072067213554
pooled,12.0,1.9884696155272357,1.5303235566035602,2.446615674450911
pooled,12.1,1.9553095335853392,1.4989595769392023,2.411659490231476
pooled,12.2,1.9227023122201137,1.4682083589585926,2.3771962654816345
pooled,12.3,1.8906387472882162,1.4380586148846894,2.343218879691743
pooled,12.4,1.8591097864165596,1.4084992357901227,2.3097203370429966
pooled,12.5,1.8281065266594134,1.3795192911829524,2.2766937621358743
pooled,12.6,1.7976202121740774,1.351108027580228,2.2441323967679265
pooled,12.7,1.7676422319170264,1.3232548672803084,2.2120295965537444
pooled,12.8,1.738164117362206,1.2959494070970425,2.1803788276273695
pooled,12.9,1.70917754024286,1.2691814167275053,2.149173663758215
pooled,13.0,1.6806743103180954,1.2429408373409672,2.1184077832952237
